epoch,noise_level_mean,noise_level_std,train_loss_mean,train_loss_std,train_mae_mean,train_mae_std,train_grad_mean,train_grad_std,train_curv_mean,train_curv_std,val_abs_mae_mean,val_abs_mae_std,val_topo_mae_mean,val_topo_mae_std,val_rmse_mean,val_rmse_std,val_ssim_mean,val_ssim_std,val_psnr_mean,val_psnr_std,val_max_err_mean,val_max_err_std,val_grad_mae_mean,val_grad_mae_std,lr_mean,lr_std,epoch_time_s_mean,epoch_time_s_std
1,0.026300,0.000000,10.264123,0.000000,9.978625,0.000000,1.616503,0.000000,0.001159,0.000000,11.167776,0.000000,3.223929,0.000000,4.310276,0.000000,0.666728,0.000000,14.053600,0.000000,16.018137,0.000000,2.672875,0.000000,0.000076,0.000000,0.900000,0.000000
2,0.068000,0.000000,10.112566,0.000000,9.808655,0.000000,1.562252,0.000000,0.000809,0.000000,11.170006,0.000000,3.476460,0.000000,4.643574,0.000000,0.688162,0.000000,13.435400,0.000000,16.684096,0.000000,2.277513,0.000000,0.000076,0.000000,0.800000,0.000000
