epoch,noise_level,train_loss,train_mae,train_grad,train_curv,val_abs_mae,val_topo_mae,val_rmse,val_ssim,val_psnr,val_max_err,val_grad_mae,lr,epoch_time_s
1,0.1398,12.392826,12.149706,2.040391,0.002371,11.124296,3.791447,4.895082,0.668849,12.8817,13.488636,2.442527,0.00007575,0.4
2,0.0000,12.794274,12.930980,2.241681,0.001934,11.123131,3.876142,5.003991,0.705247,12.6897,14.081589,2.110653,0.00007575,0.4
