epoch,noise_level_mean,noise_level_std,train_loss_mean,train_loss_std,train_mae_mean,train_mae_std,train_grad_mean,train_grad_std,train_curv_mean,train_curv_std,val_abs_mae_mean,val_abs_mae_std,val_topo_mae_mean,val_topo_mae_std,val_rmse_mean,val_rmse_std,val_ssim_mean,val_ssim_std,val_psnr_mean,val_psnr_std,val_max_err_mean,val_max_err_std,val_grad_mae_mean,val_grad_mae_std,lr_mean,lr_std,epoch_time_s_mean,epoch_time_s_std
1,0.026300,0.000000,10.262909,0.000000,9.978547,0.000000,1.616644,0.000000,0.000000,0.000000,11.181717,0.000000,3.207098,0.000000,4.274660,0.000000,0.663960,0.000000,14.138300,0.000000,16.024775,0.000000,2.712853,0.000000,0.000076,0.000000,0.600000,0.000000
2,0.068000,0.000000,10.111678,0.000000,9.808551,0.000000,1.562536,0.000000,0.000000,0.000000,11.185855,0.000000,3.500332,0.000000,4.668445,0.000000,0.689537,0.000000,13.398400,0.000000,16.411459,0.000000,2.244736,0.000000,0.000076,0.000000,0.600000,0.000000
