epoch,noise_level_mean,noise_level_std,train_loss_mean,train_loss_std,train_mae_mean,train_mae_std,train_grad_mean,train_grad_std,train_curv_mean,train_curv_std,val_abs_mae_mean,val_abs_mae_std,val_topo_mae_mean,val_topo_mae_std,val_rmse_mean,val_rmse_std,val_ssim_mean,val_ssim_std,val_psnr_mean,val_psnr_std,val_max_err_mean,val_max_err_std,val_grad_mae_mean,val_grad_mae_std,lr_mean,lr_std,epoch_time_s_mean,epoch_time_s_std
1,0.026300,0.000000,10.007252,0.000000,9.977935,0.000000,1.617665,0.000000,0.001162,0.000000,11.181723,0.000000,3.207143,0.000000,4.274691,0.000000,0.663963,0.000000,14.138200,0.000000,16.025022,0.000000,2.712882,0.000000,0.000076,0.000000,1.600000,0.000000
2,0.068000,0.000000,9.858620,0.000000,9.806157,0.000000,1.566283,0.000000,0.000811,0.000000,11.185869,0.000000,3.500461,0.000000,4.668620,0.000000,0.689577,0.000000,13.398000,0.000000,16.408597,0.000000,2.244468,0.000000,0.000076,0.000000,0.600000,0.000000
