epoch,noise_level,train_loss,train_mae,train_grad,train_curv,val_abs_mae,val_topo_mae,val_rmse,val_ssim,val_psnr,val_max_err,val_grad_mae,lr,epoch_time_s
1,0.0263,10.264123,9.978625,1.616503,0.001159,11.167776,3.223929,4.310276,0.666728,14.0536,16.018137,2.672875,0.00007575,0.9
2,0.0680,10.112566,9.808655,1.562252,0.000809,11.170006,3.476460,4.643574,0.688162,13.4354,16.684096,2.277513,0.00007575,0.8
