epoch,noise_level,train_loss,train_mae,train_grad,train_curv,val_abs_mae,val_topo_mae,val_rmse,val_ssim,val_psnr,val_max_err,val_grad_mae,lr,epoch_time_s
1,0.1398,12.390452,12.149664,2.040495,0.000000,11.136659,3.791174,4.895284,0.669211,12.8816,13.485755,2.436547,0.00007575,0.4
2,0.0000,12.792407,12.931007,2.242204,0.000000,11.137857,3.875059,5.003073,0.705156,12.6910,14.085601,2.111959,0.00007575,0.5
