epoch,noise_level,train_loss,train_mae,train_grad,train_curv,val_abs_mae,val_topo_mae,val_rmse,val_ssim,val_psnr,val_max_err,val_grad_mae,lr,epoch_time_s
1,0.1398,12.392826,12.149706,2.040391,0.002371,11.136661,3.791173,4.895283,0.669212,12.8816,13.485733,2.436540,0.00007575,0.5
2,0.0000,12.794274,12.930980,2.241681,0.001934,11.137864,3.875055,5.003068,0.705156,12.6911,14.085117,2.111962,0.00007575,0.4
