epoch,noise_level,train_loss,train_mae,train_grad,train_curv,val_abs_mae,val_topo_mae,val_rmse,val_ssim,val_psnr,val_max_err,val_grad_mae,lr,epoch_time_s
1,0.1111,9.867291,9.544570,1.920511,0.002817,11.060942,3.958339,5.202809,0.691250,12.1971,13.242376,2.252210,0.00007575,1.0
2,0.0000,9.778645,9.473372,1.776968,0.001576,11.070594,3.851569,5.043538,0.640680,12.5401,12.630027,2.608700,0.00007575,0.6
