epoch,noise_level,train_loss,train_mae,train_grad,train_curv,val_abs_mae,val_topo_mae,val_rmse,val_ssim,val_psnr,val_max_err,val_grad_mae,lr,epoch_time_s
1,0.1398,12.082264,12.149313,2.040673,0.002366,11.136659,3.791180,4.895289,0.669210,12.8816,13.485707,2.436554,0.00007575,0.6
2,0.0000,12.472004,12.929944,2.252895,0.001952,11.137918,3.875107,5.003124,0.705167,12.6909,14.085910,2.111841,0.00007575,0.4
